"New password","Nova senha"
"<strong>ERROR</strong>: There is no user registered with that email address.","<strong>ERRO</strong>: nenhum utilizador registado com esse endereço de email."
"<strong>ERROR</strong>: Invalid username or e-mail.","<strong>ERRO</strong>: Nome de utilizador ou email inválidos."
"Password reset is not allowed for this user","A reposição da senha não é permitida para este utilizador"
"Someone requested that the password be reset for the following account:","Alguém pediu que fosse trocada a senha desta conta:"
"If this was a mistake, just ignore this email and nothing will happen.","Se foi um erro ignore este email e nada acontecerá."
"To reset your password, visit the following address:","Para redefinir a senha, visite este endereço:"
"[%s] Password Reset","[%s] Reposição de senha"
"The e-mail could not be sent.","Não foi possível enviar a mensagem."
"Possible reason: your host may have disabled the mail() function...","Motivo possível: o fornecedor de alojamento poderá ter desactivado a função mail()..."
"Invalid key","Chave inválida"
"<strong>ERROR</strong>: Please enter a username.","<strong>ERRO</strong>:  introduza um nome de utilizador."
"<strong>ERROR</strong>: This username is invalid because it uses illegal characters. Please enter a valid username.","<strong>ERRO</strong>: Este nome de utilizador é inválido porque usa caracteres ilegais. Por favor, escolha um nome de utilizador válido."
"<strong>ERROR</strong>: This username is already registered. Please choose another one.","<strong>ERRO</strong>: Esse nome de utilizador já está registado. Por favor escolha outro."
"<strong>ERROR</strong>: Please type your e-mail address.","<strong>ERRO</strong>: escreva o seu email."
"<strong>ERROR</strong>: The email address isn&#8217;t correct.","<strong>ERRO</strong>: o email não está correcto."
"<strong>ERROR</strong>: This email is already registered, please choose another one.","<strong>ERROR</strong>: este endereço de email já está registado, escolha outro."
"<strong>ERROR</strong>: Couldn&#8217;t register you... please contact the <a href=\"mailto:%s\">webmaster</a> !","<strong>ERRO</strong>: não foi possível proceder ao registo... contacte o <a href=\"mailto:%s\">webmaster</a> !"
"Sorry, that key does not appear to be valid.","A chave fornecida não parece ser válida."
"Lost Password","Senha perdida"
"Please enter your username or email address. You will receive a link to create a new password via email.","Indique o seu nome de utilizador ou endereço de email. Receberá um link para criar uma nova senha via email."
"Username or E-mail:","Nome de utilizador ou endereço de email."
"Get New Password","Obter nova senha"
"The passwords do not match.","As senhas não são iguais."
"Password Reset","Alteração de senha"
"Your password has been reset.","A senha foi alterada."
"Reset Password","Redefinir a senha"
"Enter your new password below.","Digite a nova senha abaixo."
"Activation Key Required","Chave de activação obrigatória"
"Activation Key:","Chave de activação:"
"Activate","Activar"
"Your account is now active!","A sua conta já está activa!"
"Your account has been activated. You may now <a href=\"%s\">log in</a> to the site using your chosen username of &#8220;%s&#8221;. Please check your email inbox at %s for your password and login instructions. If you do not receive an email, please check your junk or spam folder. If you still do not receive an email within an hour, you can <a href=\"%s\">reset your password</a>.","A sua conta foi activada. Pode agora <a href=\"%s\">iniciar a sua sessão</a> no site, usando o nome de utilizador que escolheu, &#8220;%s&#8221;. Por favor, verifique a sua caixa de correio em %s para ver a sua senha e instruções de início de sessão Se não receber um email, verifique a sua pasta de spam ou lixo. Se mesmo assim não receber um email dentro de uma hora, pode sempre <a href=\"%s\"> redefinir a sua senha</a>."
"Your site at <a href=\"%s\">%s</a> is active. You may now log in to your site using your chosen username of &#8220;%s&#8221;. Please check your email inbox at %s for your password and login instructions. If you do not receive an email, please check your junk or spam folder. If you still do not receive an email within an hour, you can <a href=\"%s\">reset your password</a>.","O seu site, <a href=\"%s\">%s</a>, está activo. Pode agora iniciar a sessão no site com o nome de utilizador que escolheu &#8220;%s&#8221;. Por favor verifique a sua caixa de email em %s para a senha e instruções de início de sessão. Se não receber o email verifique a sua pasta de spam. Se mesmo assim não receber o email no espaço de uma hora pode <a href=\"%s\">pedir uma nova pasword</a>."
"An error occurred during the activation","Ocorreu um erro durante a activação"
"Username:","Nome de Utilizador:"
"Password:","Senha:"
"Your account is now activated. <a href=\"%s\">View your site</a> or <a href=\"%s\">Log in</a>","A sua conta encontra-se agora activa. <a href=\"%s\">Visite o seu site</a> ou <a href=\"%s\">inicie a sessão</a>"
"Your account is now activated. <a href=\"%s\">Log in</a> or go back to the <a href=\"%s\">homepage</a>.","A sua conta encontra-se agora activa. <a href=\"%s\">Inicie a sessão</a> ou volte à <a href=\"%s\"><em>homepage</em></a>."
"Sorry, comments are closed for this item.","Os comentários a este item estãos fechados."
"Sorry, you must be logged in to post a comment.","Tem de ter sessão iniciada para publicar um comentário."
"<strong>ERROR</strong>: please fill the required fields (name, email).","<strong>ERRO</strong>: por favor preencha os campos obrigatórios (nome, email)."
"<strong>ERROR</strong>: please enter a valid email address.","<strong>ERRO</strong>: por favor introduza um email válido."
"<strong>ERROR</strong>: please type a comment.","<strong>ERRO</strong>: por favor, escreva um comentário."
"Akismet %s requires WordPress 3.0 or higher.","O Akismet %s necessita de WordPress 3.0 ou superior."
"Please <a href=\"%s\">upgrade WordPress</a> to a current version, or <a href=\"%s\">downgrade to version 2.4 of the Akismet plugin</a>.","Por favor, <a href=\"%s\">actualize o WordPress</a> para a versão actual, ou <a href=\"%s\"> use a versão 2.4 do plugin Akismet</a>."
"Comment History","Histórico de comentários"
"Settings","Opções"
"Cheatin&#8217; uh?","Com que então a fazer batota..."
"Your key has been cleared.","A sua chave foi limpa."
"Your key has been verified. Happy blogging!","A chave foi verificada. Divirta-se com o site!"
"The key you entered is invalid. Please double-check it.","A chave introduzida é inválida. Verifique-a novamente."
"The key you entered could not be verified because a connection to akismet.com could not be established. Please check your server configuration.","A chave introduzida não pôde ser verificada, pois não foi possível estabelecer ligação a akismet.com. Verifique a configuração do servidor."
"There was a problem connecting to the Akismet server. Please check your server configuration.","Ocorreu um erro ao tentar estabelecer ligação com o servidor Akismet. Verifique a configuração do servidor."
"Please enter an API key. (<a href=\"%s\" style=\"color:#fff\">Get your key.</a>)","Introduza uma chave API. (<a href=\"%s\" style=\"color:#fff\">Obter chave.</a>)"
"This key is valid.","Esta chave é válida."
"This key is invalid.","Esta chave não é válida."
"The key below was previously validated but a connection to akismet.com can not be established at this time. Please check your server configuration.","A chave abaixo foi anteriormente validada. Contudo, de momento, não é possível estabelecer ligação a akismet.com. Verifique a configuração do servidor."
"Your WordPress home URL %s is invalid.  Please fix the <a href=\"%s\">home option</a>.","O seu URL %s de 'home' do WordPress é inválido. Por favor corrija a <a href=\"%s\">opção</a>."
"Options saved.","Opções guardadas."
"Akismet Configuration","Configuração do Akismet"
"<strong>Sign up success!</strong> Please check your email for your Akismet API Key and enter it below.","<strong>Registo bem sucedido!</strong> Por favor verifique no seu email se recebeu a chave API do Akismet e insira-a abaixo."
"For many people, <a href=\"%s\">Akismet</a> will greatly reduce or even completely eliminate the comment and trackback spam you get on your site. If one does happen to get through, simply mark it as \"spam\" on the moderation screen and Akismet will learn from the mistakes. If you don't have an API key yet, you can get one at <a href=\"%s\">Akismet.com</a>.","Para a maioria das pessoas, o <a href=\"%s\">Akismet</a> reduzirá em grande parte ou eliminará mesmo por completo o spam de comentários e trackbacks que recebe no seu site. Se algum conseguir passar, marque-o simplesmente como \"spam\" na página de moderação e o Akismet irá aprender com os erros. Se não tem uma chave da API, pode obter uma em <a href=\"%s\">Akismet.com</a>."
"Akismet API Key","Chave da API Akismet"
"<a href=\"http://akismet.com/get/?return=true\">What is this?</a>","<a href=\"http://akismet.com/get/?return=true\">O que é isto?</a>"
"Why might my key be invalid?","Por que motivo poderá a minha chave ser inválida?"
"This can mean one of two things, either you copied the key wrong or that the plugin is unable to reach the Akismet servers, which is most often caused by an issue with your web host around firewalls or similar.","Tal poderá significar uma de duas coisas: copiou a chave errada, ou a extensão não consegue comunicar com os servidores Akismet, o que se deve, na maioria dos casos, a problemas no servidor do utilizador, relacionados com firewalls ou similares."
"Auto-delete spam submitted on posts more than a month old.","Eliminar spam automaticamente em artigos com mais de um mês."
"Show the number of comments you've approved beside each comment author.","Mostrar o número de comentários que aprovou ao lado de cada autor de comentários."
"Update options &raquo;","Actualizar opções &raquo;"
"Server Connectivity","Conectividade do Servidor"
"Network functions are disabled.","As funções de rede estão desactivadas."
"Your web host or server administrator has disabled PHP's <code>fsockopen</code> or <code>gethostbynamel</code> functions.  <strong>Akismet cannot work correctly until this is fixed.</strong>  Please contact your web host or firewall administrator and give them <a href=\"%s\" target=\"_blank\">this information about Akismet's system requirements</a>.","O administrador de sistemas do seu alojamento web desactivou as funções <code>fsockopen</code> ou <code>gethostbynamel</code> do PHP. <strong>O Akismet não pode funcionar até que isto seja corrigido.</strong> Por favor contacte o seu sysadmin e dê-lhe <a href=\"%s\" target=\"_blank\">esta informação acerca dos requerimentos para o sistema do Akismet</a>"
"Unable to reach some Akismet servers.","Impossível contactar alguns servidores Akismet."
"A network problem or firewall is blocking some connections from your web server to Akismet.com.  Akismet is working but this may cause problems during times of network congestion.  Please contact your web host or firewall administrator and give them <a href=\"%s\" target=\"_blank\">this information about Akismet and firewalls</a>.","Um problema de rede ou firewall está a bloquear algumas ligações do seu servidor com o Akismet.com. Apesar do Akismet estar a funcionar, isto pode causar problemas em alturas de congestão da rede. Por favor contacte o seu serviço de alojamento ou administratdor de firewall com <a href=\"%s\" target=\"_blank\">esta informação sobre o Akismet e firewalls</a>."
"Unable to reach any Akismet servers.","Impossível contactar qualquer servidor Akismet."
"A network problem or firewall is blocking all connections from your web server to Akismet.com.  <strong>Akismet cannot work correctly until this is fixed.</strong>  Please contact your web host or firewall administrator and give them <a href=\"%s\" target=\"_blank\">this information about Akismet and firewalls</a>.","Um problema de rede ou firewall está a bloquear algumas ligações do seu servidor com o Akismet.com. <strong>O Akismet não funcionará correctamente enquanto o problema não estiver resolvido</strong>. Por favor contacte o seu serviço de alojamento ou administratdor de firewall com <a href=\"%s\" target=\"_blank\">esta informação sobre o Akismet e firewalls</a>."
"All Akismet servers are available.","Todos os servidores Akismet estão disponíveis."
"Akismet is working correctly.  All servers are accessible.","O Akismet está a funcionar correctamente. Todos os servidores estão acessíveis."
"Unable to find Akismet servers.","Impossível localizar servidores Akismet."
"A DNS problem or firewall is preventing all access from your web server to Akismet.com.  <strong>Akismet cannot work correctly until this is fixed.</strong>  Please contact your web host or firewall administrator and give them <a href=\"%s\" target=\"_blank\">this information about Akismet and firewalls</a>.","Um problema de DNS ou firewall está a bloquear todas as ligações do seu servidor com o Akismet.com.. <strong>O Akismet não funcionará correctamente enquanto o problema não estiver resolvido</strong>. Por favor contacte o seu serviço de alojamento ou administratdor de firewall com <a href=\"%s\" target=\"_blank\">esta informação sobre o Akismet e firewalls</a>."
"Akismet server","Servidor Akismet"
"Network Status","Estado da Rede"
"Accessible","Acessível"
"Re-trying","Tentando novamente"
"Last checked %s ago.","Última tentativa há %s."
"Check network status &raquo;","Verificar o estado da rede &raquo;"
"<a href=\"%s\" target=\"_blank\">Click here</a> to confirm that <a href=\"%s\" target=\"_blank\">Akismet.com is up</a>.","<a href=\"%s\" target=\"_blank\">Clique aqui</a> para confirmar que o <a href=\"%s\" target=\"_blank\">Akismet.com está a funcionar</a>."
"<a href=\"%s\">Akismet</a> has protected your site from <a href=\"%s\">%s spam comments</a>.","O <a href=\"%s\">Akismet</a> protegeu o seu site contra <a href=\"%s\">%s comentários de spam</a>."
"Akismet is almost ready.","O Akismet está quase pronto."
"You must <a href=\"%s\">enter your Akismet API key</a> for it to work.","Deverá <a href=\"%s\">adicionar a sua chave da API Akismet</a> para este funcionar."
"Akismet has detected a problem.","O Akismet detectou um problema."
"Some comments have not yet been checked for spam by Akismet. They have been temporarily held for moderation. Please check your <a href=\"%s\">Akismet configuration</a> and contact your web host if problems persist.","Alguns comentários ainda não foram examinados pelo Akismet e ficam temporariamente a aguardar moderação. Verifique a sua <a href=\"%s\">configuração do Akismet</a> e contacte o seu serviço de alojamento se o problema persistir."
"Awaiting spam check","A aguardar verificação de spam"
"Flagged as spam by Akismet","Marcado como spam pelo Akismet"
"Cleared by Akismet","Verificado pelo Akismet"
"Flagged as spam by %s","Marcado como spam por %s"
"Un-spammed by %s","Desmarcado como spam por %s"
"View comment history","Ver histórico de comentários"
"History","Histórico"
"%s approved","%s aprovados"
"%s ago","há %s"
"<a href=\"%s\">Akismet</a> has protected your site from %s spam comment already.","O <a href=\"%s\">Akismet</a> já protegeu o seu site contra %s comentário de spam."
"<a href=\"%s\">Akismet</a> has protected your site from %s spam comments already.","O <a href=\"%s\">Akismet</a> já protegeu o seu site contra %s comentários de spam."
"<a href=\"%s\">Akismet</a> blocks spam from getting to your blog.","<a href=\"%s\"> Akismet</a> bloqueia o spam no seu site."
"There's <a href=\"%s\">%s comment</a> in your spam queue right now.","Neste momento tem <a href=\"%s\">%s comentário</a> na sua fila de spam."
"There are <a href=\"%s\">%s comments</a> in your spam queue right now.","Neste momento tem <a href=\"%s\">%s comentários</a> na sua fila de spam."
"There's nothing in your <a href='%s'>spam queue</a> at the moment.","Não está nada na sua <a href='%s'>fila de spam</a> neste momento."
"Check for Spam","Verificar spam"
"%s reported this comment as not spam","%s assinalou este comentário como não sendo spam"
"%s reported this comment as spam","%s marcou este comentário como spam"
"%s changed the comment status to %s","%s alterou o estado do comentário para %s"
"Akismet re-checked and caught this comment as spam","O Akismet reverificou este comentário e identificou-o como spam"
"Akismet re-checked and cleared this comment","O Akismet reverificou este comentário e não o marcou como spam"
"Akismet was unable to re-check this comment (response: %s)","O Akismet não conseguiu reverificar este comentário (resposta: %s)"
"Akismet Stats","Estatísticas Akismet"
"Akismet caught this comment as spam","O Akismet marcou este comentário como spam"
"Comment status was changed to %s","O estado do comentário foi mudado para %s"
"Akismet cleared this comment","O Akismet validou este comentário"
"Comment was caught by wp_blacklist_check","Comentário marcado por wp_blacklist_check"
"Akismet was unable to check this comment (response: %s), will automatically retry again later.","O Akismet não conseguiu verificar este comentário (resposta: %s), mas tentará de novo, mais tarde."
"Akismet caught this comment as spam during an automatic retry.","O Akismet marcou este comentário durante uma retentativa automática."
"Akismet cleared this comment during an automatic retry.","O Akismet aprovou este comentário durante uma retentativa automática."
"Akismet Spam (%s)","Spam Akismet (%s)"
"Akismet Spam","Spam Akismet"
"You do not have sufficient permission to moderate comments.","Não tem permissões suficientes para moderar comentários."
"%s comments recovered.","%s comentários recuperados."
"All spam deleted.","Todo o spam eliminado."
"Caught Spam","Spam Detido"
"Akismet has caught <strong>%s spam</strong> for you since you first installed it.","O Akismet deteve <strong>%s spams</strong> desde que foi instalado pela primeira vez."
"You have no spam currently in the queue. Must be your lucky day. :)","De momento, não tem spam na fila. Deve ser o seu dia de sorte. :)"
"You can delete all of the spam from your database with a single click. This operation cannot be undone, so you may wish to check to ensure that no legitimate comments got through first. Spam is automatically deleted after 15 days, so don&#8217;t sweat it.","Poderá eliminar todo o spam da base de dados com um único clique. Esta operação não poderá ser anulada, pelo que é aconselhável confirmar que não existe nenhum comentário legítimo. O spam é automaticamente eliminado ao fim de 15 dias, pelo que não precisa de se preocupar."
"There are currently %s comments identified as spam.","De momento, existem %s comentários assinalados como spam."
"Delete all","Eliminar todos"
"Search","Procurar"
"These are the latest comments identified as spam by Akismet. If you see any mistakes, simply mark the comment as \"not spam\" and Akismet will learn from the submission. If you wish to recover a comment from spam, simply select the comment, and click Not Spam. After 15 days we clean out the junk for you.","Estes são os mais recentes comentários identificados como spam pelo Akismet. Se detectar algum erro, assinale o comentário como \"não é spam\", e o Akismet irá aprender com essa informação. Se pretender recuperar um comentário assinalado como spam, seleccione o comentário e clique em Não é spam. Após 15 dias, o spam é limpo."
"All","Tudo"
"Comments","Comentários"
"Search Spam &raquo;","Pesquisar Spam &raquo;"
"&laquo; Previous Page","&laquo; Página anterior"
"Next Page &raquo;","Página Seguinte &raquo;"
"Not Spam","Não é Spam"
"View Post","Ver artigo"
"De-spam marked comments &raquo;","Anular classificação de spam nos comentários seleccionados &raquo;"
"Comments you de-spam will be submitted to Akismet as mistakes so it can learn and get better.","Comentários aos quais seja removida a classificação de spam serão enviados para o Akismet para melhoramento do serviço."
"Recheck Queue for Spam","Voltar a Verificar Existência de spam na Fila"
"Akismet Widget","Widget Akismet"
"Display the number of spam comments Akismet has caught","Mostrar o número de comentários spam que o Akistmet apanhou"
"Spam Blocked","Spam Bloqueado"
"Title:","Título:"
"<strong class=\"count\">%s spam</strong> blocked by <strong>Akismet</strong>","<strong class=\"count\">%s comentários de spam</strong> bloqueados pelo <strong>Akismet</strong>"
"About WordPress","Sobre o WordPress"
"http://wordpress.org/","http://pt.wordpress.org/"
"Documentation","Documentação"
"http://codex.wordpress.org/","http://codex.wordpress.org"
"Support Forums","Fórum de suporte"
"http://wordpress.org/support/","http://pt.forums.wordpress.org/"
"Howdy, %s","Olá, %s!"
"My Account","A minha conta"
"Edit My Profile","Editar o meu perfil"
"Log Out","Terminar sessão"
"Network Admin: %s","Administração da rede: %s"
"Global Dashboard: %s","Painel global: %s"
"Visit Site","Ver o site"
"Edit Site","Editar site"
"Dashboard","Painel"
"My Sites","Os meus sites"
"Network Admin","Administração da rede"
"Users","Utilizadores"
"Visit Network","Visitar rede"
"New Post","Novo artigo"
"Manage Comments","Gerir comentários"
"Shortlink","Link curto"
"User","Utilizador"
"%s comment awaiting moderation","%s comentário aguarda moderação"
"%s comments awaiting moderation","%s comentários aguardam moderação"
"Themes","Temas"
"Customize","Personalizar"
"Background","Fundo"
"Header","Cabeçalho"
"XML error: %s at line %d","Erro XML: %s na linha %d"
"Use <code>get_the_author()</code> instead if you do not want the value echoed.","Utilize antes <code>get_the_author()</code> se não quiser que o valor seja mostrado."
"Visit %s&#8217;s website","Visitar Website de %s"
"Posts by %s","Artigos de %s"
"Last updated: %s","Última actualização: %s"
"Bookmarks","Favoritos"
"Use <code>WP_User->ID</code> instead.","Use <code>WP_User->ID</code> em substituição."
"Usage of user levels by plugins and themes is deprecated. Use roles and capabilities instead.","A utilização de níveis de utilizadores através de plugins e temas está ultrapassado. Utilize antes as funções e capacidades dos utilizadores."
"View all posts in %s","Ver todos os artigos em %s"
"Uncategorized","Sem categoria"
"No categories","Sem categorias"
"%s topic","%s tópico"
"%s topics","%s tópicos"
"View all posts filed under %s","Ver todos os artigos arquivados em %s"
"Feed for all posts filed under %s","Feed de todos os artigos arquivados em %s"
"Tags:","Etiquetas:"
"A valid URL was not provided.","Não foi indicado um URL válido."
"User has blocked requests through HTTP.","O utilizador bloqueou pedidos através de HTTP."
"Destination directory for file streaming does not exist or is not writable.","A directoria de destino para o <em>streaming</em> de ficheiros não existe ou não tem permissões de escrita."
"There are no HTTP transports available which can complete the requested request.","Não existem transportes de HTTP disponíveis que possam completar o pedido solicitado."
"Could not open handle for fopen() to %s","Impossível abrir handle de fopen() para %s"
"Too many redirects.","Demasiados redirects"
"Malformed URL: %s","URL malformado: %s"
"No server specified","Nenhum servidor especificado"
"no login ID submitted","nenhum ID de início de sessão fornecido"
"connection not established","ligação não estabelecida"
"No password submitted","Nenhuma senha indicada"
"Authentication failed","Falha de autenticação"
"No connection to server","Sem ligação ao servidor"
"No login ID submitted","Nenhum ID de início de sessão fornecido"
"No server banner","Nenhuma faixa de servidor"
"abort","abortar"
"apop authentication failed","falha na autenticação apop"
"Premature end of list","Fim prematuro de lista"
"Empty command string","Cadeia de comando vazia"
"connection does not exist","ligação inexistente"
"No msg number submitted","Nenhum número de mensagem fornecido"
"Command failed","Comando falhou"
"The menu ID should not be empty.","O ID do menu não pode estar vazio."
"Skip to toolbar","Saltar para a barra de ferramentas"
"Top navigation toolbar.","Barra de navegação de topo."
"&mdash; Select &mdash;","&mdash; Seleccione &mdash;"
"Default","Predefinição"
"Hex Value","Valor hexadecimal"
"Upload","Carregar"
"Remove","Eliminar"
"No Image","Sem imagem"
"Upload New","Carregar imagem"
"Uploaded","Carregada"
"Remove Image","Remover imagem"
"The web browser on your device cannot be used to upload files. You may be able to use the <a href=\"http://wordpress.org/extend/mobile/\">native app for your device</a> instead.","O browser do seu dispositivo não pode ser utilizado para carregar ficheiros. Talvez possa usar uma <a href=\"http://wordpress.org/extend/mobile/\">aplicação nativa para o seu dispositivo</a> em alternativa."
"Drop a file here or <a href=\"#\" class=\"upload\">select a file</a>.","Arraste um ficheiro para aqui ou <a href=\"#\" class=\"upload\">selecione um</a>."
"Select File","Seleccionar ficheiro"
"Background Image","Imagem de fundo"
"Header Image","Imagem do cabeçalho"
"Random Default Image","Imagem aleatória por omissão"
"Random Uploaded Image","Imagem aleatória carregada"
"Site Title & Tagline","Título e descrição do site"
"Site Title","Título do site"
"Tagline","Descrição"
"Colors","Cores"
"Display Header Text","Mostrar texto no cabeçalho"
"Header Text Color","Cor do texto do cabeçalho"
"Background Color","Cor de fundo"
"Background Repeat","Repetir fundo"
"No Repeat","Não repetir"
"Tile","Repetir"
"Tile Horizontally","Repetir na horizontal"
"Tile Vertically","Repetir na vertical"
"Background Position","Posição do fundo"
"Left","Esquerda"
"Center","Centro"
"Right","Direita"
"Background Attachment","Anexo do fundo"
"Fixed","Fixo"
"Scroll","Fluido"
"Navigation","Navegação"
"Your theme supports %s menu. Select which menu you would like to use.","O seu tema suporta %s menu. Escolha o menu que pretende utilizar."
"Your theme supports %s menus. Select which menu appears in each location.","O seu tema suporta %s menus. Escolha qual o menu que aparece em cada sítio."
"You can edit your menu content on the Menus screen in the Appearance section.","Pode editar o conteúdo na página de Menus, na secção Aparência."
"Static Front Page","Página inicial"
"Your theme supports a static front page.","O seu tema suporta uma página inicial estática."
"Front page displays","A página inicial mostra"
"Your latest posts","Os seus artigos mais recentes"
"A static page","Uma página estática"
"Front page","Página inicial"
"Posts page","Página de artigos"
"Text","Texto"
"English=en,Danish=da,Dutch=nl,Finnish=fi,French=fr,German=de,Italian=it,Polish=pl,Portuguese=pt,Spanish=es,Swedish=sv","Inglês=en,Dinamarquês=da,Holandês=nl,Finlandês=fi,Francês=fr,Alemão=de,Italiano=it,Polaco=pl,Português=pt,Espanhol=es,Sueco=sv"
"Update","Actualizar"
"Save","Guardar"
"Exit fullscreen","desligar modo de ecrã inteiro"
"Bold (Ctrl + B)","Negrito (Ctrl + B)"
"Italic (Ctrl + I)","Itálico (Ctrl + I)"
"Unordered list (Alt + Shift + U)","Lista (Alt + Shift + U)"
"Ordered list (Alt + Shift + O)","Lista ordenada (Alt + Shift + O)"
"Blockquote (Alt + Shift + Q)","Citação (Alt+Shift+Q)"
"Insert/edit image (Alt + Shift + M)","Inserir/editar imagem (Alt + Shift + M)"
"Insert/edit link (Alt + Shift + A)","Inserir/editar link (Alt + Shift + A)"
"Unlink (Alt + Shift + S)","Desligar (Alt + Shift + S)"
"Help (Alt + Shift + H)","Ajuda (Alt + Shift + H)"
"Updated.","Actualizado."
"Saved.","Guardado."
"Enter title here","Introduza o título aqui"
"Word count: %s","Palavras: %s"
"Just write.","Escreva, simplesmente."
"Enter the destination URL","Indique o URL de destino"
"Title","Título"
"Open link in a new window/tab","Abrir link numa nova janela/separador"
"Or link to existing content","Ou crie um link para conteúdo existente"
"No search term specified. Showing recent items.","Nenhum termo de pesquisa especificado. Mostrando os itens mais recentes."
"Add Link","Adicionar link"
"Cancel","Cancelar"
"File doesn&#8217;t exist?","Ficheiro inexistente?"
"File is not an image.","Este ficheiro não é uma imagem."
"Could not read image size.","Impossível ler tamanho da imagem."
"Image resize failed.","O redimensionamento da imagem falhou."
"Could not calculate resized image dimensions","Impossível calcular as dimensões da imagem redimensionada."
"Image crop failed.","O recorte da imagem falhou."
"Image rotate failed.","A rotação da imagem falhou."
"Image flip failed.","O <em>flip</em> da imagem falhou."
"Image Editor Save Failed","O Editor de imagem não guardou esta imagem"
"Could not read image size","Impossível ler tamanho da imagem"
"The theme directory does not exist.","A directoria de temas não existe."
"Stylesheet is missing.","Folha de estilos em falta."
"ERROR: The themes directory is either empty or doesn&#8217;t exist. Please check your installation.","ERRO: A directoria de temas está vazia ou não existe. Por favor verifique a sua instalação."
"Stylesheet is not readable.","A folha de estilos não é legível."
"Template is missing.","Template em falta."
"The parent theme is missing. Please install the \"%s\" parent theme.","O tema principal está em falta. Por favor, instale o tema principal \"%s\"."
"The \"%s\" theme is not a valid parent theme.","O tema \"%s\" não é um tema pai válido."
"Visit author homepage","Visitar home page do autor"
"Anonymous","Anónimo"
",",", "
"XML-RPC services are disabled on this site.","O protocolo XML-RPC está desactivado neste site."
"Incorrect username or password.","Nome de utilizador ou senha incorrectos."
"Software Name","Nome do Software"
"Software Version","Versão do Software"
"Site URL","URL do Site"
"Home URL","Endereço do site (URL)"
"Image default link type","Tipo de ligação da imagem por omissão"
"Image default size","Tamanho da imagem por omissão"
"Image default align","Alinhamento da imagem por omissão"
"Template","Modelo"
"Stylesheet","Folha de estilos"
"Post Thumbnail","Miniatura do artigo"
"Time Zone","Fuso Horário"
"Site Tagline","Descrição Resumida"
"Date Format","Formato da data"
"Time Format","Formato da hora"
"Allow new users to sign up","Permitir o registo de novos utilizadores"
"Thumbnail Width","Largura da miniatura"
"Thumbnail Height","Altura da miniatura"
"Crop thumbnail to exact dimensions","Recortar a miniatura às dimensões exactas"
"Medium size image width","Largura de imagem média"
"Medium size image height","Altura de imagem média"
"Large size image width","Largura de imagem grande"
"Large size image height","Altura de imagem grande"
"Allow people to post comments on new articles","Permitir comentários em novos artigos"
"Allow link notifications from other blogs (pingbacks and trackbacks)","Permitir notificações de links a partir de outros blogs (pingbacks e trackbacks)."
"Insufficient arguments passed to this XML-RPC method.","Argumentos insuficientes na chamada a este serviço de publicação remota (XML-RPC)."
"Invalid post type","Tipo de artigo inválido"
"Invalid post ID.","ID de artigo inválido."
"Sorry, you are not allowed to edit this post.","Não tem permissões para editar este artigo."
"The post type may not be changed.","O tipo de artigo não pode ser alterado."
"Sorry, you are not allowed to post on this site.","Não tem autorização para publicar neste site."
"Sorry, you are not allowed to create private posts in this post type","Não tem permissões para criar artigos privados deste tipo"
"Sorry, you are not allowed to publish posts in this post type","Não tem permissões para publicar artigos deste tipo"
"Sorry, you are not allowed to create password protected posts in this post type","Não tem permissões para criar artigos protegidos por senha deste tipo"
"You are not allowed to create posts as this user.","Não tem permissões para criar artigos deste utilizador."
"Invalid author ID.","ID de autor inválido."
"Sorry, you cannot stick a private post.","Não pode fixar um artigo privado."
"Sorry, you are not allowed to stick this post.","Não tem permissões para fixar este artigo."
"Invalid attachment ID.","ID de anexo inválido."
"Sorry, one of the given taxonomies is not supported by the post type.","Uma das taxonomias indicadas não é suportada pelo tipo de artigo."
"Sorry, you are not allowed to assign a term to one of the given taxonomies.","Não tem permissões para atribuir termos a uma das taxonomias indicadas."
"Invalid term ID","ID de termo inválido"
"Ambiguous term name used in a hierarchical taxonomy. Please use term ID instead.","Termos ambíguos estão a ser usados numa taxonomia hierárquica. Por favor use, em substituição, o ID do termo."
"Sorry, you are not allowed to add a term to one of the given taxonomies.","Não tem permissões para adicionar termos a uma destas taxonomias."
"Sorry, your entry could not be posted. Something wrong happened.","Não foi possível publicar a entrada. Ocorreu um erro."
"There is a revision of this post that is more recent.","Existe uma revisão mais recente deste artigo."
"Sorry, you are not allowed to delete this post.","Não tem permissões para eliminar este artigo."
"The post cannot be deleted.","O artigo não pode ser eliminado."
"Sorry, you cannot edit this post.","Não pode editar este artigo."
"The post type specified is not valid","O tipo de artigo especificado é inválido"
"Sorry, you are not allowed to edit posts in this post type","Não tem permissões para editar artigos deste tipo"
"Invalid taxonomy","Taxonomia inválida"
"You are not allowed to create terms in this taxonomy.","Não tem permissões para criar termos nesta taxonomia."
"The term name cannot be empty.","O nome do termo não pode ser vazio."
"This taxonomy is not hierarchical.","Esta taxonomia não é hierárquica."
"Parent term does not exist.","O termo-pai não existe."
"Sorry, your term could not be created. Something wrong happened.","O termo não pôde ser criado. Qualquer coisa correu mal."
"You are not allowed to edit terms in this taxonomy.","Não tem permissões para criar termos nesta taxonomia."
"This taxonomy is not hierarchical so you can't set a parent.","Esta taxonomia não é hierárquica, portanto não pode indicar um pai."
"Sorry, editing the term failed.","A edição do termo falhou."
