"New password","Nova senha"
"Someone requested that the password be reset for the following account:","Alguém solicitou a alteração de senha para a seguinte conta:"
"If this was a mistake, just ignore this email and nothing will happen.","Se isso foi um erro, apenas ignore este email e nada acontecerá."
"To reset your password, visit the following address:","Para redefinir sua senha, visite o seguinte endereço:"
"[%s] Password Reset","[%s] Redefinição de senha"
"The e-mail could not be sent.","O email não pôde ser enviado."
"Possible reason: your host may have disabled the mail() function...","Motivo provável: seu provedor desativou a função mail()..."
"Invalid key","Chave inválida"
"<strong>ERROR</strong>: Please enter a username.","<strong>ERRO</strong>: Digite um nome de usuário."
"<strong>ERROR</strong>: This username is invalid because it uses illegal characters. Please enter a valid username.","<strong>ERRO</strong>: Este nome de usuário é inválido porque usa caracteres não permitidos. Digite um nome de usuário válido."
"<strong>ERROR</strong>: This username is already registered. Please choose another one.","<strong>ERRO</strong>: Este nome de usuário já está registrado. Escolha outro."
"<strong>ERROR</strong>: Please type your e-mail address.","<strong>ERRO</strong>: Preencha seu endereço de email."
"<strong>ERROR</strong>: The email address isn&#8217;t correct.","<strong>ERRO</strong>: O endereço de email não está correto."
"<strong>ERROR</strong>: This email is already registered, please choose another one.","<strong>ERROR</strong>: Esse email já está registrado, escolha outro."
"<strong>ERROR</strong>: Couldn&#8217;t register you... please contact the <a href=\"mailto:%s\">webmaster</a> !","<strong>ERRO</strong>: Não foi possível cadastrá-lo... contate o <a href=\"mailto:%s\">webmaster</a>!"
"Sorry, that key does not appear to be valid.","Parece que esta chave não é válida."
"Lost Password","Senha perdida"
"Please enter your username or email address. You will receive a link to create a new password via email.","Digite seu nome de usuário ou endereço de email. Você receberá um link para criar uma nova senha via email."
"Username or E-mail:","Nome de usuário ou email:"
"Get New Password","Obter nova senha"
"The passwords do not match.","As senhas não correspondem."
"Password Reset","Redefinir senha"
"Your password has been reset.","Sua senha foi redefinida."
"Reset Password","Redefinir senha"
"Enter your new password below.","Digite sua nova senha abaixo."
"Activation Key Required","Chave de ativação necessária"
"Activation Key:","Chave de Ativação:"
"Activate","Ativar"
"Your account is now active!","Sua conta está ativa!"
"Your account has been activated. You may now <a href=\"%s\">log in</a> to the site using your chosen username of &#8220;%s&#8221;. Please check your email inbox at %s for your password and login instructions. If you do not receive an email, please check your junk or spam folder. If you still do not receive an email within an hour, you can <a href=\"%s\">reset your password</a>.","Sua conta está ativa. Agora você pode fazer <a href=\"%s\">log in</a> no seu site usando seu nome de usuário &#8220;%s&#8221;. Confira sua senha e instruções de login na caixa de entrada do email %s. Se não receber um email, veja se não está na pasta de spam. Se não receber um email em uma hora, você pode <a href=\"%s\">redefinir sua senha</a>."
"Your site at <a href=\"%s\">%s</a> is active. You may now log in to your site using your chosen username of &#8220;%s&#8221;. Please check your email inbox at %s for your password and login instructions. If you do not receive an email, please check your junk or spam folder. If you still do not receive an email within an hour, you can <a href=\"%s\">reset your password</a>.","Seu site em <a href=\"%s\">%s</a> está ativo. Agora você pode fazer login em seu site usando seu nome de usuário &#8220;%s&#8221;. Confira sua senha e instruções de login na caixa de entrada do email %s. Se não receber um email, veja se não está na pasta de spam. Se não receber um email em uma hora, você pode <a href=\"%s\">redefinir sua senha</a>."
"An error occurred during the activation","Ocorreu um erro durante a ativação"
"Username:","Nome de usuário:"
"Password:","Senha:"
"Your account is now activated. <a href=\"%s\">View your site</a> or <a href=\"%s\">Log in</a>","Sua conta já está ativada. <a href=\"%s\">Visite seu site</a> ou faça <a href=\"%s\">Log in</a>"
"Your account is now activated. <a href=\"%s\">Log in</a> or go back to the <a href=\"%s\">homepage</a>.","Sua conta está ativada. Faça <a href=\"%s\">Log in</a> ou volte a <a href=\"%s\">Página Inicial</a>."
"Sorry, comments are closed for this item.","Os comentários para este item estão fechados."
"Sorry, you must be logged in to post a comment.","Você precisa fazer login para publicar um comentário."
"<strong>ERROR</strong>: please fill the required fields (name, email).","<strong>ERRO</strong>: preencha os campos obrigatórios (nome, email)."
"<strong>ERROR</strong>: please enter a valid email address.","<strong>ERRO</strong>: digite um endereço de email válido."
"<strong>ERROR</strong>: please type a comment.","<strong>ERRO</strong>: digite um comentário."
"Akismet %s requires WordPress 3.0 or higher.","Akismet %s requer WordPress 3.0 ou mais recente."
"Please <a href=\"%s\">upgrade WordPress</a> to a current version, or <a href=\"%s\">downgrade to version 2.4 of the Akismet plugin</a>.","<a href=\"%s\">Atualize o WordPress</a> ou <a href=\"%s\">faça o downgrade do plugin Akismet para a versão 2.4</a>."
"Comment History","Histórico de Comentário"
"Settings","Configurações"
"Cheatin&#8217; uh?","Trapaceando, é?"
"Your key has been cleared.","Sua chave foi limpa."
"Your key has been verified. Happy blogging!","Sua chave foi confirmada. Divirta-se com o blog!"
"The key you entered is invalid. Please double-check it.","A chave digitada é inválida. Confira novamente."
"The key you entered could not be verified because a connection to akismet.com could not be established. Please check your server configuration.","A chave digitada não pôde ser verificada, porque não foi possível conectar ao akismet.com. Confira a configuração do seu servidor."
"There was a problem connecting to the Akismet server. Please check your server configuration.","Houve um problema ao conectar ao servidor do Akismet. Confira a configuração do seu servidor."
"Please enter an API key. (<a href=\"%s\" style=\"color:#fff\">Get your key.</a>)","Digite uma chave API. (<a href=\"%s\" style=\"color:#fff\">Obter sua chave.</a>)"
"This key is valid.","Esta chave é válida."
"This key is invalid.","Esta chave é inválida."
"The key below was previously validated but a connection to akismet.com can not be established at this time. Please check your server configuration.","A chave abaixo foi validada anteriormente, mas, no momento, não foi possível conectar ao akismet.com. Confira a configuração do seu servidor."
"Your WordPress home URL %s is invalid.  Please fix the <a href=\"%s\">home option</a>.","O URL inicial de seu WordPress %s é inválido.  Corrija <a href=\"%s\">opção inicial</a>."
"Options saved.","Opções salvas."
"Akismet Configuration","Configuração do Akismet"
"<strong>Sign up success!</strong> Please check your email for your Akismet API Key and enter it below.","<strong> Inscrito com sucesso! </strong> Confira no seu e-mail a Chave API do Akismet e digite-a abaixo."
"For many people, <a href=\"%s\">Akismet</a> will greatly reduce or even completely eliminate the comment and trackback spam you get on your site. If one does happen to get through, simply mark it as \"spam\" on the moderation screen and Akismet will learn from the mistakes. If you don't have an API key yet, you can get one at <a href=\"%s\">Akismet.com</a>.","Para muitas pessoas, o <a href=\"%s\">Akismet</a> reduzirá bastante ou até mesmo eliminará completamente os spams em comentários e trackbacks que você recebe em seu site. Se algum spam vazar, simplesmente marque-o como \"spam\" na tela de moderação e o Akismet aprenderá com seus próprios erros. Se você não possui uma chave API ainda, você pode obter uma no site <a href=\"%s\">Akismet.com</a>."
"Akismet API Key","Chave API do Akismet"
"<a href=\"http://akismet.com/get/?return=true\">What is this?</a>","<a href=\"http://akismet.com/get/?return=true\">O que é isso?</a>"
"Why might my key be invalid?","Por que minha chave seria inválida?"
"This can mean one of two things, either you copied the key wrong or that the plugin is unable to reach the Akismet servers, which is most often caused by an issue with your web host around firewalls or similar.","Isto pode significar uma de duas coisas: você copiou a chave errada ou o plugin não pode acessar os servidores do Akismet, o que geralmente é causado por um problema no seu servidor de hospedagem e firewalls ou algo parecido."
"Auto-delete spam submitted on posts more than a month old.","Excluir automaticamente spams enviados para posts publicados há mais de um mês."
"Show the number of comments you've approved beside each comment author.","Mostrar o número de comentários que você aprovou ao lado de cada autor do comentário."
"Update options &raquo;","Atualizar opções &raquo;"
"Server Connectivity","Conectividade do servidor"
"Network functions are disabled.","As funções de rede estão desativadas."
"Your web host or server administrator has disabled PHP's <code>fsockopen</code> or <code>gethostbynamel</code> functions.  <strong>Akismet cannot work correctly until this is fixed.</strong>  Please contact your web host or firewall administrator and give them <a href=\"%s\" target=\"_blank\">this information about Akismet's system requirements</a>.","O administrador do seu serviço de hospedagem ou servidor desativou as funções <code>fsockopen</code> ou <code>gethostbynamel</code> do PHP. <strong>O Akismet não pode funcionar corretamente até que isto seja corrigido</strong>. Contate o administrador de seu serviço de hospedagem ou firewall e forneça a eles <a href=\"%s\" target=\"_blank\">estas informações de requisitos de sistema do Akismet</a>."
"Unable to reach some Akismet servers.","Não foi possível acessar os servidores do Akismet."
"A network problem or firewall is blocking some connections from your web server to Akismet.com.  Akismet is working but this may cause problems during times of network congestion.  Please contact your web host or firewall administrator and give them <a href=\"%s\" target=\"_blank\">this information about Akismet and firewalls</a>.","Um problema de rede ou firewall está bloqueando algumas conexões entre seu servidor e o Akismet.com. O Akismet está funcionando, mas pode causar problemas durante momentos de congestionamento de rede. Contate o seu servidor de hospedagen ou administrador de firewall e forneça <a href=\"%s\" target=\"_blank\">estas informações sobre o akismet e firewalls</a>."
"Unable to reach any Akismet servers.","Não foi possível acessar qualquer servidor do Akismet."
"A network problem or firewall is blocking all connections from your web server to Akismet.com.  <strong>Akismet cannot work correctly until this is fixed.</strong>  Please contact your web host or firewall administrator and give them <a href=\"%s\" target=\"_blank\">this information about Akismet and firewalls</a>.","Um problema de rede ou firewall está bloqueando todas as conexões entre seu servidor e o Akismet.com. <strong>O Akismet não pode funcionar corretamente até que isso seja corrigido.</strong> Contate o seu servidor de hospedagem ou o administrador de firewall e forneça <a href=\"%s\" target=\"_blank\">esta informação sobre o Akismet e firewalls</a>."
"All Akismet servers are available.","Todos os servidores do Akismet estão disponíveis."
"Akismet is working correctly.  All servers are accessible.","O Akismet está funcionando corretamente. Todos os servidores podem ser acessados."
"Unable to find Akismet servers.","Não foi possível encontrar os servidores do Akismet."
"A DNS problem or firewall is preventing all access from your web server to Akismet.com.  <strong>Akismet cannot work correctly until this is fixed.</strong>  Please contact your web host or firewall administrator and give them <a href=\"%s\" target=\"_blank\">this information about Akismet and firewalls</a>.","Um problema de DNS ou firewall está impedindo todo o acesso do seu servidor de hospedagem no Akismet.com. <strong>O Akismet não pode funcionar corretamente até que isto seja corrigido</strong>. Contate o seu servidor de hospedagem ou o administrador de firewall e forneça <a href=\"%s\" target=\"_blank\">esta informação sobre o Akismet e firewalls</a>."
"Akismet server","Servidor do Akismet"
"Network Status","Status da Rede"
"Accessible","Acessível"
"Re-trying","Tentar de novo"
"Last checked %s ago.","Verificado pela última vez %s ago."
"Check network status &raquo;","Verifcar o status da rede &raquo;"
"<a href=\"%s\" target=\"_blank\">Click here</a> to confirm that <a href=\"%s\" target=\"_blank\">Akismet.com is up</a>.","<a href=\"%s\" target=\"_blank\">Clique aqui</a> para confirmar que <a href=\"%s\" target=\"_blank\">Akismet.com está funcionando</a>."
"<a href=\"%s\">Akismet</a> has protected your site from <a href=\"%s\">%s spam comments</a>.","O <a href=\"%s\">Akismet</a> eliminou de seu site <a href=\"%s\">%s comentários tidos como spam</a>."
"Akismet is almost ready.","O Akismet está quase pronto."
"You must <a href=\"%s\">enter your Akismet API key</a> for it to work.","Você deve <a href=\"%s\">digitar sua chave API do Akismet API </a> para que ele funcione."
"Akismet has detected a problem.","O Aismet detectou um problema."
"Some comments have not yet been checked for spam by Akismet. They have been temporarily held for moderation. Please check your <a href=\"%s\">Akismet configuration</a> and contact your web host if problems persist.","Alguns comentários ainda não foram verificados pelo Akismet. Eles foram temporariamente retidos para moderação. Confira a <a href=\"%s\">configuração do seu Akismet</a> e contate seu serviço de hospedagem se os problemas persistirem."
"Awaiting spam check","Aguardando verificação de spam"
"Flagged as spam by Akismet","Sinalizadas como spam pelo Akismet"
"Cleared by Akismet","Limpo pelo Akismet"
"Flagged as spam by %s","Definido que é spam por %s"
"Un-spammed by %s","Definido que não é spam por %s"
"View comment history","Ver histórico de comentários"
"History","Histórico"
"%s approved","%s aprovados"
"%s ago","%s atrás"
"<a href=\"%s\">Akismet</a> has protected your site from %s spam comment already.","<a href=\"%s\">Akismet</a> protegeu seu site contra %s spam até o momento. "
"<a href=\"%s\">Akismet</a> has protected your site from %s spam comments already.","<a href=\"%s\">Akismet</a> protegeu seu site contra %s spams até o momento. "
"<a href=\"%s\">Akismet</a> blocks spam from getting to your blog.","<a href=\"%s\"> Akismet </a> bloqueia spam no seu blog."
"There's <a href=\"%s\">%s comment</a> in your spam queue right now.","Existe <a href=\"%s\">%s comentário</a> na sua fila de moderação."
"There are <a href=\"%s\">%s comments</a> in your spam queue right now.","Existem <a href=\"%s\">%s comentários</a> na sua fila de moderação."
"There's nothing in your <a href='%s'>spam queue</a> at the moment.","Não há nada em sua <a href='%s'> fila de spam </a> no momento."
"Check for Spam","Conferir se há spam"
"%s reported this comment as not spam","%s relatou que este comentário não é um spam"
"%s reported this comment as spam","%s relatou que este comentário é spam"
"%s changed the comment status to %s","%s alterou o status do comentário para %s"
"Akismet re-checked and caught this comment as spam","O Akismet verificou esse comentário novamente e o marcou como spam"
"Akismet re-checked and cleared this comment","O Akismet verificou este comentário novamente e o liberou"
"Akismet was unable to re-check this comment (response: %s)","O Akismet não conseguiu conferir este comentário novamente (resposta: %s)"
"Akismet Stats","Estatísticas do Akismet"
"Akismet caught this comment as spam","O Akismet capturou este spam"
"Comment status was changed to %s","O status do comentário foi alterado para %s"
"Akismet cleared this comment","O Akismet liberou este comentário"
"Comment was caught by wp_blacklist_check","O comentário foi capturado pelo wp_blacklist_check"
"Akismet was unable to check this comment (response: %s), will automatically retry again later.","O Akismet foi incapaz de verificar este comentário (resposta: %s) e tentará verificar automaticamente mais tarde."
"Akismet caught this comment as spam during an automatic retry.","O Akismet pegou este comentário como spam durante uma tentativa de verificação automática."
"Akismet cleared this comment during an automatic retry.","O Akismet liberou este comentário durante uma tentativa automática."
"Akismet Spam (%s)","Spam Akismet (%s)"
"Akismet Spam","Spam Akismet"
"You do not have sufficient permission to moderate comments.","Sem permissões suficientes para moderar os comentários."
"%s comments recovered.","%s comentários recuperados."
"All spam deleted.","Todos os spams foram excluídos."
"Caught Spam","Spam identificado"
"Akismet has caught <strong>%s spam</strong> for you since you first installed it.","O Akismet identificou <strong>%s spam</strong> desde que foi instalado pela primeira vez."
"You have no spam currently in the queue. Must be your lucky day. :)","Não há spam identificado no momento. Deve ser seu dia de sorte. :)"
"You can delete all of the spam from your database with a single click. This operation cannot be undone, so you may wish to check to ensure that no legitimate comments got through first. Spam is automatically deleted after 15 days, so don&#8217;t sweat it.","Você pode excluir todos os spams do seu banco de dados com um único clique. Essa operação não pode ser desfeita; portanto, certifique-se de que não há comentários válidos no spam. O spam é automaticamente excluído após 15 dias e, por isso, não esquente a cabeça."
"There are currently %s comments identified as spam.","Há no momento %s comentários identificados como spam."
"Delete all","Excluir todos"
"Search","Pesquisar"
"These are the latest comments identified as spam by Akismet. If you see any mistakes, simply mark the comment as \"not spam\" and Akismet will learn from the submission. If you wish to recover a comment from spam, simply select the comment, and click Not Spam. After 15 days we clean out the junk for you.","Estes são os comentários mais recentes identificados como spam pelo Akismet. Se você observar algum engano, simplesmente marque este comentário como \"não é spam\", e o Akismet guardará este registro. Se você deseja recuperar um comentário identificado como spam, simplesmente selecione o comentário e clique em Não é Spam. Após 15 dias, apagaremos a lixeira para você."
"All","Todos"
"Comments","Comentários"
"Search Spam &raquo;","Pesquisar spam &raquo;"
"&laquo; Previous Page","&laquo; Página anterior"
"Next Page &raquo;","Próxima Página &raquo;"
"Not Spam","Não é Spam"
"View Post","Ver Post"
"De-spam marked comments &raquo;","Desclassificar como spam os comentários marcados &raquo;"
"Comments you de-spam will be submitted to Akismet as mistakes so it can learn and get better.","Os comentários que você desclassificar como spam serão submetidos ao Akismet, para melhoramento do serviço."
"Recheck Queue for Spam","Conferir novamente a fila de spam"
"Akismet Widget","Widget do Akismet"
"Display the number of spam comments Akismet has caught","Mostrar o número de comentários spam que o Akismet pegou"
"Spam Blocked","Spam bloqueado"
"Title:","Título:"
"<strong class=\"count\">%s spam</strong> blocked by <strong>Akismet</strong>","<strong class=\"count\">%s spams</strong> bloqueados pelo <strong>Akismet</strong>"
"About WordPress","Sobre o WordPress"
"http://wordpress.org/","http://br.wordpress.org/"
"Documentation","Documentação"
"http://codex.wordpress.org/","http://codex.wordpress.org/pt-br:Página_Inicial"
"Support Forums","Fóruns de Suporte"
"http://wordpress.org/support/","http://br.forums.wordpress.org/"
"http://wordpress.org/support/forum/requests-and-feedback","http://br.forums.wordpress.org/forum/pedidos-e-feedback"
"Howdy, %s","Olá, %s"
"My Account","Minha Conta"
"Edit My Profile","Editar Meu Perfil"
"Log Out","Sair"
"Network Admin: %s","Administrar Rede: %s"
"Global Dashboard: %s","Painel Global: %s"
"Visit Site","Visitar site"
"Edit Site","Editar Site"
"Dashboard","Painel"
"My Sites","Meus Sites"
"Network Admin","Painel da Rede"
"Users","Usuários"
"Visit Network","Visitar Rede"
"New Post","Novo Post"
"Manage Comments","Gerenciar Comentários"
"Shortlink","URL encurtado"
"User","Usuário"
"%s comment awaiting moderation","%s comentário aguarda moderação"
"%s comments awaiting moderation","%s comentários aguardam moderação"
"Themes","Temas"
"Customize","Personalizar"
"Background","Fundo"
"Header","Cabeçalho"
"XML error: %s at line %d","Erro XML: %s na linha %d"
"Use <code>get_the_author()</code> instead if you do not want the value echoed.","Ao invés, use <code>get_the_author()</code> se você não quiser que o valor seja exibido."
"Visit %s&#8217;s website","Visitar o site de %s"
"Posts by %s","Posts de %s"
"Last updated: %s","Última atualização: %s"
"Bookmarks","Favoritos"
"Use <code>WP_User->ID</code> instead.","Use <code>WP_User->ID</code> em seu lugar."
"Usage of user levels by plugins and themes is deprecated. Use roles and capabilities instead.","O uso de níveis de usuário por plugins e temas está obsoleto. Use funções e permissões no lugar."
"View all posts in %s","Ver todos os posts em %s"
"Uncategorized","Sem categoria"
"No categories","Nenhuma categoria"
"%s topic","%s tópico"
"%s topics","%s tópicos"
"View all posts filed under %s","Ver todos os posts arquivados em %s"
"Feed for all posts filed under %s","Feed para todos os posts arquivados em %s"
"A valid URL was not provided.","Não foi fornecido um URL válido."
"User has blocked requests through HTTP.","O usuário bloqueou solicitações através de HTTP."
"Destination directory for file streaming does not exist or is not writable.","Diretório de destino para o arquivo de streaming não existe ou não é gravável."
"There are no HTTP transports available which can complete the requested request.","Não há  transportes HTTP disponíveis para completar o pedido solicitado."
"Could not open handle for fopen() to %s","Não foi possível conectar a %s"
"Too many redirects.","Redirecionamentos em excesso."
"Malformed URL: %s","URL incorreto: %s"
"No server specified","Nenhum servidor especificado"
"no login ID submitted","nenhuma ID de login enviada"
"connection not established","conexão não estabelecida"
"No password submitted","Nenhuma senha enviada"
"Authentication failed","A autenticação falhou"
"No connection to server","Sem conexão com o servidor"
"No login ID submitted","Nenhuma ID de login enviada"
"No server banner","Nenhum banner do servidor"
"abort","abortar"
"apop authentication failed","A autenticação apop falhou"
"Premature end of list","Fim de lista prematuro"
"Empty command string","Linha de comando vazia"
"connection does not exist","conexão não existe."
"No msg number submitted","Nenhum número msg enviado"
"Command failed","O comando falhou"
"The menu ID should not be empty.","A ID do menu não deve estar vazia."
"Skip to toolbar","Pular para a barra de ferramentas"
"Top navigation toolbar.","Barra de ferramentas do topo."
"&mdash; Select &mdash;","&mdash; Selecionar &mdash;"
"Default","Padrão"
"Hex Value","Valor hexadecimal"
"Upload","Enviar"
"Remove","Remover"
"No Image","Sem Imagem"
"Upload New","Novo upload"
"Uploaded","Upload concluído"
"Remove Image","Remover a imagem"
"The web browser on your device cannot be used to upload files. You may be able to use the <a href=\"http://wordpress.org/extend/mobile/\">native app for your device</a> instead.","O navegador de seu equipamento não pode ser utilizado para enviar arquivos. Talvez você possa substituí-lo por <a href=\"http://wordpress.org/extend/mobile/\">um aplicativo nativo</a>."
"Drop a file here or <a href=\"#\" class=\"upload\">select a file</a>.","Solte um arquivo aqui ou <a href=\"#\" class=\"upload\">selecione em seu computador</a>."
"Select File","Selecionar Arquivo"
"Background Image","Imagem de fundo"
"Header Image","Imagem do Cabeçalho"
"Random Default Image","Imagem Aleatória Padrão"
"Random Uploaded Image","Imagem Aleatória Enviada"
"Site Title & Tagline","Título & descrição do site"
"Site Title","Título do site"
"Tagline","Descrição"
"Colors","Cores"
"Display Header Text","Mostrar texto do cabeçalho"
"Header Text Color","Cor do texto do cabeçalho"
"Background Color","Cor de fundo"
"Background Repeat","Repetição do fundo"
"No Repeat","Sem Repetição"
"Tile","Repetir"
"Tile Horizontally","Repetir Horizontalmente"
"Tile Vertically","Repetir Verticalmente"
"Background Position","Posição do fundo"
"Left","Esquerda"
"Center","Centro"
"Right","Direita"
"Background Attachment","Fixação do fundo"
"Fixed","Fixo"
"Scroll","Rolar"
"Navigation","Navegação"
"Your theme supports %s menu. Select which menu you would like to use.","Seu tema suporta %s menu. Selecione qual menu gostaria de usar."
"Your theme supports %s menus. Select which menu appears in each location.","Seu tema suporta %s menus. Selecione qual menu gostaria de usar em cada lugar."
"You can edit your menu content on the Menus screen in the Appearance section.","Você pode editar o conteúdo do menu em Aparência &rarr; Menus."
"Static Front Page","Página Inicial Estática"
"Your theme supports a static front page.","Seu tema suporta uma página inicial estática."
"Front page displays","A página inicial mostra"
"Your latest posts","Seus posts recentes"
"A static page","Uma página estática"
"Front page","Página inicial"
"Posts page","Página de posts"
"Text","Texto"
"English=en,Danish=da,Dutch=nl,Finnish=fi,French=fr,German=de,Italian=it,Polish=pl,Portuguese=pt,Spanish=es,Swedish=sv","Inglês=en,Dinamarquês=da,Holandês=nl,Finlandês=fi,Francês=fr,Alemão=de,Italiano=it,Polonês=pl,Português=pt,Espanhol=es,Sueco=sv"
"Update","Atualizar"
"Save","Salvar"
"Exit fullscreen","Sair do Modo Tela Cheia"
"Bold (Ctrl + B)","Negrito (Ctrl + B)"
"Italic (Ctrl + I)","Itálico (Ctrl + I)"
"Unordered list (Alt + Shift + U)","Lista não ordenada (Alt + Shift + U)"
"Ordered list (Alt + Shift + O)","Lista Ordenada (Alt + Shift + S)"
"Blockquote (Alt + Shift + Q)","Citação (Alt + Shift + Q)"
"Insert/edit image (Alt + Shift + M)","Inserir/editar imagem (Alt + Shift + M)"
"Insert/edit link (Alt + Shift + A)","Inserir/editar link (Alt + Shift + A)"
"Unlink (Alt + Shift + S)","Remover Link (Alt + Shift + S)"
"Help (Alt + Shift + H)","Ajuda (Alt + Shift + H)"
"Updated.","Atualizado."
"Saved.","Salvo."
"Enter title here","Digite o título aqui"
"Word count: %s","Contagem de palavras: %s"
"Just write.","Apenas escreva."
"Y/m/d","d/m/Y"
"Enter the destination URL","Insira o URL de destino"
"Title","Título"
"Open link in a new window/tab","Abrir link em uma nova janela/aba"
"Or link to existing content","Ou link para o conteúdo existente"
"No search term specified. Showing recent items.","Nenhum termo de busca especificado. Exibindo os mais recentes."
"Add Link","Adicionar link"
"Cancel","Cancelar"
"File doesn&#8217;t exist?","O arquivo não existe?"
"File is not an image.","O arquivo não é uma imagem."
"Could not read image size.","Não foi possível ler o tamanho da imagem."
"Image resize failed.","Falha ao redimensionar a imagem."
"Could not calculate resized image dimensions","Não foi possível calcular o tamanho da imagem redimensionada"
"Image crop failed.","Falha ao recortar a imagem."
"Image rotate failed.","Falha ao girar a imagem."
"Image flip failed.","Falha ao virar a imagem."
"Image Editor Save Failed","Falha ao salvar a edição da imagem"
"Could not read image size","Não foi possível ler o tamanho da imagem"
"The theme directory does not exist.","O diretório do tema não existe."
"Stylesheet is missing.","Folha de estilos em falta."
"ERROR: The themes directory is either empty or doesn&#8217;t exist. Please check your installation.","ERRO: O diretório de temas está vazio ou não existe. Confira sua instalação."
"Stylesheet is not readable.","A folha de estilos não está legível."
"Template is missing.","Modelo em falta."
"The parent theme is missing. Please install the \"%s\" parent theme.","O tema pai não existe. Instale o \"%s\" tema pai."
"The \"%s\" theme is not a valid parent theme.","O tema \"%s\" não é um tema pai válido."
"Visit author homepage","Visitar a página de autores"
"Anonymous","Anônimo"
",",", "
"XML-RPC services are disabled on this site.","O serviço XML-RPC está desativado neste site."
"Incorrect username or password.","Nome de usuário ou senha incorretos."
"Software Name","Nome do programa"
"Software Version","Versão do programa"
"Site URL","URL do site"
"Home URL","URL da home"
"Image default link type","Link padrão para imagem"
"Image default size","Tamanho de imagem padrão"
"Image default align","Alinhamento padrão de imagem"
"Template","Modelo"
"Stylesheet","Folha de estilos"
"Post Thumbnail","Miniatura de Post"
"Time Zone","Fuso horário"
"Site Tagline","Resumo do site"
"Date Format","Formato de Data"
"Time Format","Formato de Hora"
"Allow new users to sign up","Permitir que novos usuários se registrem"
"Thumbnail Width","Largura da miniatura"
"Thumbnail Height","Altura da miniatura"
"Crop thumbnail to exact dimensions","Recortar a miniatura nas dimensões exatas"
"Medium size image width","Largura da imagem de tamanho médio"
"Medium size image height","Altura da imagem de tamanho médio"
"Large size image width","Largura da imagem de tamanho grande"
"Large size image height","Altura da imagem de tamanho grande"
"Allow people to post comments on new articles","Permitir que as pessoas publiquem comentários sobre novos artigos"
"Allow link notifications from other blogs (pingbacks and trackbacks)","Permitir notificações de link de outros blogs (pingbacks e trackbacks)"
"Insufficient arguments passed to this XML-RPC method.","Argumentos insuficientes foram passados para este método XML-RPC."
"Invalid post type","Tipo de post inválido"
"Invalid post ID.","ID de post inválida."
"Sorry, you are not allowed to edit this post.","Sem permissão para editar este post."
"The post type may not be changed.","O tipo de post não pode ser mudado."
"Sorry, you are not allowed to post on this site.","Sem permissão para publicar neste site."
"Sorry, you are not allowed to create private posts in this post type","Sem permissão para criar posts privados neste tipo de post"
"Sorry, you are not allowed to publish posts in this post type","Sem permissão para publicar este tipo de post"
"Sorry, you are not allowed to create password protected posts in this post type","Sem permissão para criar posts protegidos por senha neste tipo de post"
"You are not allowed to create posts as this user.","Sem permissão para criar posts neste usuário."
"Invalid author ID.","ID de autor inválida."
"Sorry, you cannot stick a private post.","Não é possível fixar um post privado."
"Sorry, you are not allowed to stick this post.","Sem permissão para fixar este post."
"Invalid attachment ID.","ID de anexo inválido."
"Sorry, one of the given taxonomies is not supported by the post type.","Uma das taxonomies não é suportada pelo tipo de post."
"Sorry, you are not allowed to assign a term to one of the given taxonomies.","Sem permissão para atribuir termos a estas taxonomias."
"Invalid term ID","ID de termo inválida"
"Ambiguous term name used in a hierarchical taxonomy. Please use term ID instead.","Nome de termo ambíguo já usado em uma taxonomia hierárquica. Ao invés, use a ID do termo."
"Sorry, you are not allowed to add a term to one of the given taxonomies.","Sem permissão para adicionar termos a estas taxonomias."
"Sorry, your entry could not be posted. Something wrong happened.","Não foi possível publicar seu post. Ocorreu um erro."
"There is a revision of this post that is more recent.","Há uma revisão mais recente deste post."
"Sorry, you are not allowed to delete this post.","Sem permissão para excluir este post."
"The post cannot be deleted.","O post não pode ser excluído."
"Sorry, you cannot edit this post.","Sem permissão para editar esse post."
"The post type specified is not valid","O post especificado não é válido"
"Sorry, you are not allowed to edit posts in this post type","Sem permissão para editar posts deste tipo de post"
"Invalid taxonomy","Taxonomia inválida"
"You are not allowed to create terms in this taxonomy.","Você não possui permissão para criar termos nesta taxonomia."
"The term name cannot be empty.","O nome do termo não pode ficar vazio."
"This taxonomy is not hierarchical.","Esta taxonomia não é hierárquica."
"Parent term does not exist.","Termo pai não existe."
"Sorry, your term could not be created. Something wrong happened.","Seu termo não pode ser criado. Algo errado aconteceu."
"You are not allowed to edit terms in this taxonomy.","Você não possui permissão para editar termos nesta taxonomia."
"This taxonomy is not hierarchical so you can't set a parent.","Esta taxonomia não é hierárquica então você não pode definir um termo pai."
"Sorry, editing the term failed.","Falha ao editar o termo."
"You are not allowed to delete terms in this taxonomy.","Sem permissão para excluir termos nesta taxonomia."
"Sorry, deleting the term failed.","Falha ao excluir o termo."
"You are not allowed to assign terms in this taxonomy.","Você não possui permissão para definir termos nesta taxonomia."
"Sorry, you cannot edit users.","Sem permissão para editar usuários."
"Invalid user ID","ID de usuário inválida"
"Sorry, you cannot list users.","Sem permissão para listar usuários."
"The role specified is not valid","A função especificada não é válida"
"Sorry, you cannot edit your profile.","Sem permissão para editar seu perfil."
"Sorry, the user cannot be updated.","Não foi possível atualizar o usuário."
"Sorry, you cannot edit this page.","Sem permissão para editar esta página."
