"Sorry, you are not allowed to publish posts on this site.","Przepraszamy, nie posiadasz uprawnienia do publikowania wpisów na tej witrynie."
"Sorry, you must be able to edit posts on this site in order to view categories.","Przepraszamy, musisz posiadać uprawnienia do edycji wpisów na tej witrynie, aby móc zobaczyć listę kategorii."
"Sorry, you are not allowed to publish pages on this site.","Przepraszamy, nie posiadasz uprawnienia do publikowania stron na tej witrynie."
"Sorry, that site already exists!","Przepraszamy, istnieje już witryna używająca takiej nazwy!"
"To activate your blog, please click the following link:\n\n%s\n\nAfter you activate, you will receive *another email* with your login.\n\nAfter you activate, you can visit your site here:\n\n%s","Aby aktywować swój blog, proszę kliknąć poniższy odnośnik:\n\n%s\n\nPo dokonaniu aktywacji otrzymasz *kolejnego e-maila* z danymi do zalogowania się.\n\nPo dokonaniu aktywacji możesz odwiedzić swoją witrynę pod tym adresem:\n\n%s"
"New Site Registration: %s","Rejestracja nowej witryny: %s"
"Sorry, site names may not contain the character &#8220;_&#8221;!","Przepraszamy, nazwy witryn nie mogą zawierać znaku &#8222;_&#8221;!"
"New %s Site: %s","Nowa witryna w sieci %s: %s"
"The site is already active.","Ta witryna została już aktywowana."
"Sorry, you cannot edit posts on this site.","Przepraszamy, nie możesz edytować wpisów na tej witrynie."
"Sorry, you must be able to edit posts to this site in order to view categories.","Przepraszamy, musisz posiadać uprawnienia do edycji wpisów na tej witrynie, aby móc zobaczyć listę kategorii."
"You are not allowed access to details about this site.","Nie posiadasz uprawnienia do dostępu do szczegółów dotyczących tej witryny."
"Could not create site.","Nie można było utworzyć witryny."
"The most recent posts on your site","Najnowsze wpisy na Twojej witrynie"
"A calendar of your site&#8217;s posts","Kalendarz wyświetlający daty dodania wpisów"
"Sorry, site names must have letters too!","Przepraszamy, nazwy witryn muszą składać się także z liter!"
"Sorry, you may not use that site name.","Przepraszamy, użycie tej nazwy witryny nie jest możliwe."
"A monthly archive of your site&#8217;s posts","Archiwum wpisów z Twojej witryny podzielone na miesiące"
"A search form for your site","Formularz wyszukiwania dla Twojej witryny"
"Sorry, that site is reserved!","Przepraszamy, taka nazwa witryny została już zarezerwowana!"
"That site is currently reserved but may be available in a couple days.","Ta nazwa witryny jest w tej chwili zajęta, ale być może zostanie zwolniona w ciągu następnych kilku dni."
"New user registration on your site %s:","Rejestracja nowego użytkownika na Twojej witrynie \"%s\":"
"Site Suspended.","Witryna została zablokowana."
"You are not allowed to moderate comments on this site.","Nie posiadasz uprawnienia do moderacji komentarzy na tej witrynie."
"Sorry, you must be able to edit posts on this site in order to view tags.","Przepraszamy, musisz posiadać uprawnienia do edycji wpisów na tej witrynie, aby móc zobaczyć listę tagów."
"Site Tagline","Slogan witryny"
"Site URL","Adres URL witryny"
"This site has been archived or suspended.","Ta witryna została zarchiwizowana lub zawieszona."
"No site by that name on this system.","Brak witryny o takiej nazwie w tym systemie."
"That site does not exist. Please try <a href=\"%s\">%s</a>.","Taka witryna nie istnieje. Proszę spróbować przejść pod adres <a href=\"%s\">%s</a>."
"The site you have requested is not installed properly. Please contact the system administrator.","Witryna, którą próbowano odwiedzić, nie została prawidłowo zainstalowana. Proszę skontaktować się z administratorem systemu."
"No results found.","Nie znaleziono żadnych elementów."
"The menu name <strong>%s</strong> conflicts with another menu name. Please try another.","Nazwa <strong>%s</strong> koliduje z nazwą innego menu. Proszę użyć innej nazwy."
"The given object ID is not that of a menu item.","Podany identyfikator nie jest identyfikatorem elementu menu."
"The email address entered did not appear to be a valid email address. Please enter a valid email address.","Wprowadzony adres e-mail nie wydaje się być prawidłowy. Proszę wprowadzić prawidłowy adres e-mail."
"The WordPress address you entered did not appear to be a valid URL. Please enter a valid URL.","Wprowadzony adres WordPressa nie wydaje się być prawidłowym adresem URL. Proszę wprowadzić prawidłowy adres URL."
"The Site address you entered did not appear to be a valid URL. Please enter a valid URL.","Wprowadzony adres witryny nie wydaje się być prawidłowym adresem URL. Proszę wprowadzić prawidłowy adres URL."
"A term with the name provided already exists with this parent.","Istnieje już termin o takiej nazwie posiadający tego samego rodzica."
"An error occurred adding you to this site. Back to the <a href=\"%s\">homepage</a>.","Wystąpił błąd podczas dodawania Twojego konta do tej witryny. Powróć na <a href=\"%s\">stronę domową</a>."
"This file is too big. Files must be less than %d KB in size.","Ten plik jest zbyt wielki. Wysyłane pliki muszą być mniejsze niż %d KB."
"number_format_decimal_point",","
"Your email address will not be published.","Twój adres e-mail nie zostanie opublikowany."
"A valid URL was not provided.","Podano nieprawidłowy adres URL."
"Logged in as <a href=\"%s\">%s</a>. <a href=\"%s\" title=\"Log out of this account\">Log out?</a>","Zalogowano się jako <a href=\"%s\">%s</a>. <a href=\"%s\" title=\"Wyloguj się z tego konta\">Wylogować się?</a>"
"Could not calculate resized image dimensions","Nie można było obliczyć wymiarów przeskalowanego obrazka"
"Must be at least 4 characters, letters and numbers only. It cannot be changed, so choose carefully!","Musi składać się z co najmniej 4 znaków &mdash; wyłącznie liter i cyfr. Nie może zostać zmieniona, więc wybierz rozważnie!"
"You must first <a href=\"%s\">log in</a>, and then you can create a new site.","Zanim będzie możliwe utworzenie nowej witryny, musisz się najpierw <a href=\"%s\">zalogować</a>."
"You are logged in already. No need to register again!","Zalogowano się już &mdash; nie ma potrzeby ponownej rejestracji!"
"Use <code>get_trackback_url()</code> instead if you do not want the value echoed.","Jeśli nie chcesz, aby zwracana wartość była wyświetlana, użyj funkcji <code>get_trackback_url()</code>."
"This action has been disabled by the administrator.","Ta funkcja została wyłączona przez użytkownika."
"Welcome back, %s. By filling out the form below, you can <strong>add another site to your account</strong>. There is no limit to the number of sites you can have, so create to your heart&#8217;s content, but write responsibly!","Witaj ponownie, %s. Możesz <strong>dodać kolejną witrynę do swojego konta</strong> poprzez wypełnienie poniższego formularza. Nie istnieje limit ograniczający ilość posiadanych witryn, więc twórz, jak dyktuje Ci serce, ale pisz odpowiedzialnie!"
"<p><em>The site you were looking for, <strong>%s</strong> does not exist, but you can create it now!</em></p>","<p><em>Witryna, której szukasz &mdash; <strong>%s</strong> &mdash; nie istnieje, ale możesz ją utworzyć już teraz!</em></p>"
"Sorry, usernames may not contain the character &#8220;_&#8221;!","Przepraszamy, nazwy użytkowników nie mogą zawierać znaku &#8222;_&#8221;!"
"<p><em>The site you were looking for, <strong>%s</strong>, does not exist.</em></p>","<p><em>Witryna, której szukasz &mdash; <strong>%s</strong> &mdash; nie istnieje.</em></p>"
"If you haven&#8217;t received your email yet, there are a number of things you can do:","Jeśli nie otrzymano jeszcze e-maila, oto lista rzeczy, które można zrobić:"
"Use <code>get_the_author()</code> instead if you do not want the value echoed.","Jeśli nie chcesz, aby zwracana wartość była wyświetlana, użyj funkcji <code>get_the_author()</code>."
"If you&#8217;re still stuck with this message, then check that your database contains the following tables:","Jeśli nadal nie udało Ci się usunąć tego problemu, sprawdź, czy Twoja baza danych zawiera następujące tabele:"
"Enter title here","Wprowadź tytuł w tym miejscu"
"Are you sure you want to install this plugin?","Czy na pewno chcesz zainstalować tę wtyczkę?"
"Use as featured image","Użyj jako ikony wpisu"
"Mismatch","Hasła się różnią"
"Maintenance","Konserwacja"
"Briefly unavailable for scheduled maintenance. Check back in a minute.","Witryna jest tymczasowo niedostępna z powodu zaplanowanych prac konserwacyjnych. Zapraszamy ponownie za minutę."
"Navigation Menu Items","Elementy menu nawigacyjnego"
"Navigation Menu Item","Element menu nawigacyjnego"
"Navigation Menus","Nawigacyjne menu"
"Multisite only works without the port number in the URL.","Obsługa wielu witryn działa wyłącznie bez numeru portu w adresie URL."
"Links for %s","Odnośniki do %s"
"Custom","Własny"
"No menus have been created yet. <a href=\"%s\">Create some</a>.","Żadne menu nie zostało jeszcze utworzone. <a href=\"%s\">Utwórz jakieś</a>."
"You are about to permanently delete this menu. \n 'Cancel' to stop, 'OK' to delete.","Zamierzasz usunąć to menu na zawsze. \n Kliknij 'Anuluj', aby anulować tę operację, lub 'OK', aby ją sfinalizować."
"This is the short link.","To jest krótki odnośnik."
"%d WordPress Update","%d aktualizacja WordPressa"
"%d Theme Update","%d aktualizacja motywu"
"%d Theme Updates","%d aktualizacje motywów"
"%d Plugin Update","%d aktualizacja wtyczki"
"%d Plugin Updates","%d aktualizacje wtyczek"
"The site %s is yours.","Witryna %s jest Twoja."
"Create Site","Utwórz witrynę"
"If you&#8217;re not going to use a great site domain, leave it for a new user. Now have at it!","Jeżeli nie zamierzasz używać witryny w atrakcyjnej domeny, pozostaw ją dla nowego użytkownika. A teraz &mdash; działaj!"
"Sites you are already a member of:","Witryny, których jesteś już członkiem:"
"This site has not been activated yet. If you are having problems activating your site, please contact <a href=\"mailto:%s\">%s</a>.","Ta witryna nie została jeszcze aktywowana. Jeśli masz problem z aktywacją swojej witryny, napisz pod adres <a href=\"mailto:%s\">%s</a>."
"File canceled.","Wysyłanie pliku zostało anulowane."
"Site Title:","Tytuł witryny:"
"Site Domain:","Domena witryny:"
"Site Name:","Nazwa witryny:"
"sitename","nazwawitryny"
"Get <em>another</em> %s site in seconds","Zdobądź <em>kolejną</em> witrynę w sieci %s w ciągu kilku sekund"
"Congratulations! Your new site, %s, is almost ready.","Gratulacje! Twoja nowa witryna, %s, jest już prawie gotowa."
"Site registration has been disabled.","Możliwość rejestracji witryn została wyłączona."
"Gimme a site!","Dajcie mi witrynę!"
"But, before you can start using your site, <strong>you must activate it</strong>.","Zanim zaczniesz używać swojej nowej witryny, <strong>konieczna jest jej aktywacja</strong>."
"If you do not activate your site within two days, you will have to sign up again.","Jeśli nie aktywujesz swojej witryny w ciągu dwóch dni, konieczne będzie dokonanie ponownej jej rejestracji."
"Select Menu:","Wybierz menu:"
"Navigation Menu","Nawigacyjne menu"
"Taxonomy:","Taksonomia:"
"Menus","Menu"
"Software Name","Nazwa oprogramowania"
"Software Version","Wersja oprogramowania"
"Time Zone","Strefa czasowa"
"Allow new users to sign up","Zezwól nowym użytkownikom na rejestrację"
"Sorry, you cannot edit this page.","Przepraszamy, nie możesz edytować tej strony."
"Sorry, no such page.","Przepraszamy, brak takiej strony."
"Sorry, you cannot edit pages.","Przepraszamy, nie możesz edytować stron."
"Sorry, you do not have the right to delete this page.","Przepraszamy, nie posiadasz uprawnienia do usunięcia tej strony."
"Failed to delete the page.","Nie udało się usunąć strony."
"Sorry, you do not have the right to edit this page.","Przepraszamy, nie posiadasz uprawnienia do edycji tej strony."
"Sorry, you do not have the right to add a category.","Przepraszamy, nie posiadasz uprawnienia do dodawania kategorii."
"Sorry, the new category failed.","Przepraszamy, nie udało się dodać nowej kategorii."
"Sorry, you do not have the right to delete a category.","Przepraszamy, nie posiadasz uprawnienia do usuwania kategorii."
"Invalid comment ID.","Nieprawidłowy identyfikator komentarza."
"Sorry, you cannot edit comments.","Przepraszamy, nie możesz edytować komentarzy."
"Invalid comment status.","Nieprawidłowy stan komentarza."
"Sorry, the comment could not be edited. Something wrong happened.","Przepraszamy, komentarz nie mógł zostać zmodyfikowany. Coś poszło nie tak."
"You must be registered to comment","Musisz się zarejestrować, aby móc dodać komentarz"
"Invalid post ID.","Nieprawidłowy identyfikator wpisu."
"Comment author name and email are required","Wprowadzenie podpisu autora i adresu e-mail jest wymagane"
"A valid email address is required","Wymagane jest wprowadzenie prawidłowego adresu e-mail"
"You are not allowed access to details about comments.","Nie posiadasz uprawnienia do dostępu do szczegółów dotyczących komentarzy."
"You are not allowed to update options.","Nie posiadasz uprawnienia do modyfikacji opcji."
"Sorry, you cannot edit this post.","Przepraszamy, nie możesz edytować tego wpisu."
"Either there are no posts, or something went wrong.","Brak wpisów lub coś poszło nie tak."
"Sorry, no such post.","Przepraszamy, brak takiego wpisu."
"Sorry, you do not have the right to publish this post.","Przepraszamy, nie posiadasz uprawnienia do opublikowania tego wpisu."
"You are not allowed to change the post author as this user.","Nie posiadasz uprawnienia do zmiany autora wpisu jako ten użytkownik."
"You are not allowed to change the page author as this user.","Nie posiadasz uprawnienia do zmiany autora strony jako ten użytkownik."
"Sorry, you do not have the right to publish this page.","Przepraszamy, nie posiadasz uprawnienia do opublikowania tej strony."
"Sorry, your entry could not be edited. Something wrong happened.","Przepraszamy, Twój wpis nie mógł zostać zmodyfikowany. Coś poszło nie tak."
"Could not write file %s (%s)","Nie można było zapisać pliku %s (%s)"
"Sorry, you can not edit this post.","Przepraszamy, nie możesz edytować tego wpisu."
"Is there no link to us?","Czy został dodany odnośnik do nas?"
"The specified target URL cannot be used as a target. It either doesn&#8217;t exist, or it is not a pingback-enabled resource.","Podany docelowy adres URL nie może zostać użyty jako cel, ponieważ nie istnieje lub nie prowadzi do zasobu obsługującego pingbacki."
"The source URL and the target URL cannot both point to the same resource.","Źródłowy adres URL i docelowy adres URL nie mogą wskazywać na ten sam zasób."
"The pingback has already been registered.","Pingback został już zarejestrowany."
"The source URL does not exist.","Źródłowy adres URL nie istnieje."
"We cannot find a title on that page.","Nie udało nam się odnaleźć tytułu tej strony."
"The source URL does not contain a link to the target URL, and so cannot be used as a source.","Źródłowy adres URL nie zawiera odnośnika do docelowego adresu URL, więc nie może on zostać użyty jako źródło."
"Pingback from %s to %s registered. Keep the web talking! :-)","Pingback z %s do %s został zarejestrowany. Niech Sieć przemawia! :-)"
"The specified target URL does not exist.","Podany docelowy adres URL nie istnieje."
"Your PHP installation appears to be missing the MySQL extension which is required by WordPress.","Twoja konfiguracja PHP nie posiada włączonej obsługi rozszerzenia MySQL, która jest wymagana przez WordPressa."
"<strong>ERROR</strong>: <code>$table_prefix</code> in <code>wp-config.php</code> can only contain numbers, letters, and underscores.","<strong>ERROR</strong>: Zmienna <code>$table_prefix</code> w pliku <code>wp-config.php</code> może składać się jedynie z cyfr, liter i podkreślników."
"\n<h1>Error establishing a database connection</h1>\n<p>This either means that the username and password information in your <code>wp-config.php</code> file is incorrect or we can't contact the database server at <code>%s</code>. This could mean your host's database server is down.</p>\n<ul>\n\t<li>Are you sure you have the correct username and password?</li>\n\t<li>Are you sure that you have typed the correct hostname?</li>\n\t<li>Are you sure that the database server is running?</li>\n</ul>\n<p>If you're unsure what these terms mean you should probably contact your host. If you still need help you can always visit the <a href='http://wordpress.org/support/'>WordPress Support Forums</a>.</p>\n","\n<h1>Błąd nawiązywania połączenia z bazą danych</h1>\n<p>Oznaczać to może, że nazwa użytkownika i hasło znajdujące się w pliku <code>wp-config.php</code> są nieprawidłowe lub że nie możemy nawiązać połączenia z bazą danych znajdującą się pod adresem <code>%s</code>. Możliwe, że Twój serwer baz danych nie działa.</p>\n<ul>\n\t<li>Czy na pewno wprowadzono prawidłową nazwę użytkownika i hasło?</li>\n\t<li>Czy na pewno wprowadzono prawidłowy adres serwera?</li>\n\t<li>Czy serwer baz danych na pewno działa?</li>\n</ul>\n<p>Jeżeli nie wiesz co oznaczają powyższe terminy możesz skontaktować się z administratorem Twojego serwera. Jeśli nadal potrzebujesz pomocy zawsze możesz odwiedzić <a href='http://pl.forums.wordpress.org/'>forum pomocy WordPressa</a>.</p>\n"
"WordPress database error %s for query %s made by %s","Błąd %s bazy danych WordPressa podczas wykonywania zapytania %s wysłanego przez %s"
"WordPress database error %s for query %s","Błąd %s bazy danych WordPressa podczas wykonywania zapytania %s"
"Cancel reply","Anuluj pisanie odpowiedzi"
"Post Comment","Opublikuj komentarz"
"Unapproved","Odrzucony"
"Duplicate comment detected; it looks as though you&#8217;ve already said that!","Wykryto duplikat komentarza: wygląda na to, że już to powiedziano!"
"Could not update comment status","Nie można było zaktualizować stanu komentarza"
"This argument has changed to an array to match the behavior of the other cron functions.","Przyjmowanym argumentem jest teraz tablica, aby ta funkcja zachowywała się tak jak pozostałe związane z cronem."
"Once Hourly","Co godzinę"
"Twice Daily","Dwa razy dziennie"
"Once Daily","Raz dziennie"
"Sort by:","Porządkuj wg:"
"Page title","tytułów stron"
"Page order","kolejności stron"
"Page ID","identyfikatorów stron"
"Exclude:","Pomiń:"
"Page IDs, separated by commas.","Oddzielone przecinkami identyfikatory stron."
"Your blogroll","Twój blogroll"
"Show Link Image","Pokaż obrazek odnośnika"
"Show Link Name","Pokaż nazwę odnośnika"
"Show Link Description","Pokaż opis odnośnika"
"Show Link Rating","Pokaż klasyfikację odnośnika"
"Select Month","Wybierz miesiąc"
"Show post counts","Pokazuj liczbę wpisów"
"Log in/out, admin, feed and WordPress links","Odnośniki do logowania/wylogowywania się, panelu administracji, kanału i strony WordPressa"
"Syndicate this site using RSS 2.0","Subskrybuj tę witrynę poprzez RSS 2.0"
"Entries <abbr title=\"Really Simple Syndication\">RSS</abbr>","Kanał <abbr title=\"Really Simple Syndication\">RSS</abbr> z wpisami"
"Calendar","Kalendarz"
"Arbitrary text or HTML","Dowolny tekst lub kod HTML"
"Automatically add paragraphs","Automatycznie twórz akapity"
"A list or dropdown of categories","Lista lub rozwijalne menu z listą kategorii"
"Select Category","Wybierz kategorię"
"Show hierarchy","Pokazuj hierarchię"
"Recent Posts","Najnowsze wpisy"
"Number of posts to show:","Liczba wyświetlanych wpisów:"
"The most recent comments","Najnowsze komentarze"
"%s on %s","%s o %s"
"Entries from any RSS or Atom feed","Elementy dowolnego kanału RSS lub Atom"
"Syndicate this content","Subskrybuj tę treść"
"Untitled","Bez tytułu"
"RSS Error: %s","Błąd RSS: %s"
"Enter the RSS feed URL here:","Wprowadź adres URL kanału RSS:"
"Give the feed a title (optional):","Nadaj kanałowi tytuł (opcjonalne):"
"How many items would you like to display?","Ile pozycji ma być wyświetlanych?"
"Display item content?","Wyświetlać zawartość elementów?"
"Display item author if available?","Wyświetlać autorów wpisów?"
"Display item date?","Wyświetlać daty dodania elementów?"
"Your most used tags in cloud format","Najczęściej używane tagi w formie chmurki"
"Tag Cloud","Chmurka tagów"
"new WordPress Loop","nowa pętla WordPressa"
"Last updated","Ostatnia aktualizacja"
"Missing Attachment","Brakujący załącznik"
"Comments for %s searching on %s","Komentarze do %s wyszukiwane w %s"
"Comments for %s","Komentarze do %s"
"Comment on %s by %s","Skomentuj %s, którego autorem jest %s"
"By: %s","Autor: %s"
"Comments on: %s","Komentarze do: %s"
"Protected Comments: Please enter your password to view comments.","Komentarze są zabezpieczone. Proszę wprowadzić swoje hasło, aby je zobaczyć."
"%s min","%s minutę"
"%s mins","%s minuty"
"%s hour","%s godzinę"
"%s hours","%s godziny"
"%s day","%s dzień"
"%s days","%s dni"
",",", "
", and"," i "
"and"," i "
"%s is a protected WP option and may not be modified","&#8222;%s&#8221; jest zabezpieczonym ustawieniem WP i nie może zostać zmodyfikowane"
"ERROR: %s is not a valid feed template.","BŁĄD: %s nie jest prawidłowym szablonem kanału nowości."
"Unable to create directory %s. Is its parent directory writable by the server?","Nie można utworzyć katalogu &#8222;%s&#8221;. Czy WordPress ma uprawnienie do zapisu do katalogu nadrzędnego?"
"Empty filename","Nie podano nazwy pliku"
"Could not write file %s","Nie można było zapisać pliku %s"
"You are attempting to log out of %s","Zamierzasz wylogować się z witryny &#8222;%s&#8221;"
"WordPress Failure Notice","Informacja o niepowodzeniu WordPressa"
"Do you really want to <a href='%s'>log out</a>?","Czy naprawdę chcesz się <a href='%s'>wylogować</a>?"
"Please try again.","Proszę spróbować ponownie."
"&laquo; Back","&laquo; Powrót"
"WordPress &rsaquo; Error","WordPress &rsaquo; Błąd"
"%s is <strong>deprecated</strong> since version %s! Use %s instead.","Korzystanie z %s uznawane jest za <strong>przestarzałe</strong> od wersji %s! Zamiast tego użyj %s."
"%s is <strong>deprecated</strong> since version %s with no alternative available.","Korzystanie z %s uznawane jest za <strong>przestarzałe</strong> od wersji %s! Nie istnieje żadna alternatywa."
"%s was called with an argument that is <strong>deprecated</strong> since version %s! %s","Funkcja %s została wywołana z argumentem, którego użycie jest <strong>przestarzałą praktyką</strong> od wersji %s! %s"
"%s was called with an argument that is <strong>deprecated</strong> since version %s with no alternative available.","Funkcja %s została wywołana z argumentem, którego użycie jest <strong>przestarzałą praktyką</strong> od wersji %s! Nie istnieje żadna alternatywa."
"Select a city","Wybierz miasto"
"Manual Offsets","Ręczny wybór różnicy"
"Search for:","Szukaj:"
"Log in","Zaloguj się"
"Log out","Wyloguj się"
"Remember Me","Zapamiętaj mnie"
"Register","Zarejestruj się"
"Site Admin","Administracja witryną"
"Search Results %s %s","Wyniki wyszukiwania %s %s"
"Page not found","Strona nie została znaleziona"
"View posts for %s %s","Zobacz wpisy opublikowane w %s %s"
"%s %s Feed","%s %s Kanał z wpisami"
"%s %s Comments Feed","%s %s Kanał z komentarzami"
"%s %s %s Comments Feed","%s %s %s Kanał z komentarzami"
"%s %s %s Category Feed","%s %s Kanał z wpisami zaszufladkowanymi do kategorii %s"
"%s %s %s Tag Feed","%s %s Kanał z wpisami otagowanymi jako %s"
"%s %s Posts by %s Feed","%s %s Kanał z wpisami, których autorem jest %s"
"%s %s Search Results for &#8220;%s&#8221; Feed","%s %s Kanał z wynikami wyszukiwania &#8222;%s&#8221;"
"&laquo; Previous","&laquo; Poprzednie"
"Next &raquo;","Następne &raquo;"
"User has blocked requests through HTTP.","Użytkownik zablokował wysyłanie zapytań przez HTTP."
"Too many redirects.","Zbyt wiele przekierowań."
"Malformed URL: %s","Nieprawidłowy adres URL: %s"
"Could not open handle for fopen() to %s","Nie można było utworzyć uchwytu do funkcji fopen() dla argumentu &#8222;%s&#8221;"
"Do you want to use the WYSIWYG mode for this textarea?","Czy chcesz użyć edytora wizualnego w tym polu tekstowym?"
"Insert","Wstaw"
"Browse","Przeglądaj"
"Class","Klasa"
"-- Not set --","-- Nieustawione --"
"Copy/Cut/Paste is not available in Mozilla and Firefox.","Operacje kopiuj/wytnij/wklej nie są dostępne w Mozilli i Firefoksie."
"Currently not supported by your browser, use keyboard shortcuts instead.","Ta funkcja obecnie nie jest obsługiwana przez Twoją przeglądarkę, skorzystaj z klawiaturowych skrótów."
"Sorry, but we have noticed that your popup-blocker has disabled a window that provides application functionality. You will need to disable popup blocking on this site in order to fully utilize this tool.","Przepraszamy, ale zauważyliśmy, że wyskakujące okno, które jest częścią aplikacji, zostało zablokowane. Aby w pełni wykorzystać to narzędzie konieczne jest wyłączenie blokowania wyskakujących okien na tej witrynie."
"More colors","Więcej kolorów"
"Full","Pełny"
"%sY-%sm-%d","%d.%sm.%sY"
"Insert date","Wstaw datę"
"Insert time","Wstaw godzinę"
"January","Styczeń"
"February","Luty"
"March","Marzec"
"April","Kwiecień"
"May","Maj"
"June","Czerwiec"
"July","Lipiec"
"August","Sierpień"
"September","Wrzesień"
"October","Październik"
"November","Listopad"
"December","Grudzień"
"Jan_January_abbreviation","sty"
"Feb_February_abbreviation","lut"
"Mar_March_abbreviation","mar"
"Apr_April_abbreviation","kwi"
"May_May_abbreviation","maj"
"Jun_June_abbreviation","cze"
"Jul_July_abbreviation","lip"
"Aug_August_abbreviation","sie"
"Sep_September_abbreviation","wrz"
"Oct_October_abbreviation","paź"
"Nov_November_abbreviation","lis"
"Dec_December_abbreviation","gru"
"Sunday","niedziela"
"Monday","poniedziałek"
"Tuesday","wtorek"
"Wednesday","środa"
"Thursday","czwartek"
"Friday","piątek"
"Saturday","sobota"
"Sun","nie"
"Mon","pon"
"Tue","wt"
"Wed","śr"
"Thu","czw"
"Fri","pt"
"Sat","sob"
"Print","Wydrukuj"
"Direction left to right","Kierunek od lewej do prawej"
"Direction right to left","Kierunek od prawej do lewej"
"Insert new layer","Wstaw nową warstwę"
"Move forward","Przejdź dalej"
"Move backward","Przejdź wstecz"
"Toggle absolute positioning","Przełącz bezwzględne pozycjonowanie"
"New layer...","Nowa warstwa..."
"Cancel all changes","Anuluj wszystkie zmiany"
"Insert non-breaking space character","Wstaw niełamliwą spację"
"Run spell checking","Uruchom sprawdzanie pisowni"
"ieSpell not detected. Do you want to install it now?","Nie znaleziono ieSpella. Czy chcesz go zainstalować?"
"Emotions","Emotikony"
"Find","Szukaj"
"Find/Replace","Znajdź/Zamień"
"Insert/edit image","Wstaw/edytuj obrazek"
"Insert/edit link","Wstaw/edytuj odnośnik"
"Citation","Cytat"
"Abbreviation","Skrót"
"Acronym","Akronim"
"Deletion","Usuwanie"
"Insertion","Wstawianie"
"Insert/Edit Attributes","Wstaw/Edytuj atrybuty"
"Edit CSS Style","Edytuj arkusz CSS"
"Paste as Plain Text","Wklej jako czysty tekst"
"Paste from Word","Wklej z Worda"
"Use CTRL+V on your keyboard to paste the text into the window.","Wciśnij klawisze CTRL+V, aby wkleić tekst do okna."
"Keep linebreaks","Zachowaj złamiania linii"
"Inserts a new table","Wstawia nową tabelę"
"Insert row before","Wstaw wiersz powyżej"
"Insert row after","Wstaw wiersz poniżej"
"Delete row","Usuń wiersz"
"Insert column before","Wstaw kolumnę przed"
"Insert column after","Wstaw kolumnę po"
"Remove column","Usuń kolumnę"
"Split merged table cells","Podziel scalone komórki tabeli"
"Merge table cells","Scal komórki tabeli"
"Table row properties","Właściwości wiersza tabeli"
"Table cell properties","Właściwości komórki tabeli"
"Table properties","Właściwości tabeli"
"Paste table row before","Wklej wiersz tabeli przed"
"Paste table row after","Wklej wiersz tabeli po"
"Cut table row","Wytnij wiersz tabeli"
"Copy table row","Skopiuj wiersz tabeli"
"Delete table","Usuń tabelę"
"Row","Wiersz"
"Column","Kolumna"
"Cell","Komórka"
"The changes you made will be lost if you navigate away from this page.","Jeżeli opuścisz tę stronę, wprowadzone zmiany zostaną utracone."
"Toggle fullscreen mode","Przełącz tryb pełnoekranowy"
"Insert / edit embedded media","Wstaw / edytuj osadzone medium"
"Edit embedded media","Edytuj osadzone media"
"Document properties","Właściwości dokumentu"
"Insert predefined template content","Wstaw szablon"
"Visual control characters on/off.","Włącz/wyłącz niedrukowane znaki."
"Spellchecker settings","Ustawienia sprawdzania pisowni"
"Ignore word","Zignoruj to wystąpienie"
"Ignore all","Zignoruj wszystkie wystąpienia"
"Languages","Języki"
"Please wait...","Proszę czekać..."
"Suggestions","Sugestie"
"No suggestions","Brak sugestii"
"No misspellings found.","Nie znaleziono błędów w pisowni."
"Insert Page Break","Wstaw znak nowej strony"
"Font size","Rozmiar czcionki"
"Font family","Czcionka"
"Paragraph","Akapit"
"Div","Sekcja"
"Address","Adres"
"Preformatted","Tekst preformatowany"
"Heading 1","Nagłówek 1"
"Heading 2","Nagłówek 2"
"Heading 3","Nagłówek 3"
"Heading 4","Nagłówek 4"
"Heading 5","Nagłówek 5"
"Heading 6","Nagłówek 6"
"Blockquote","Blok z cytatem"
"Code","Kod"
"Code sample","Przykład kodu"
"Definition term","Definiowany termin "
"Definition description","Opis definicji"
"Bold","Pogrubienie"
"Italic","Kursywa"
"Underline","Podkreślenie"
"Strikethrough","Przekreślenie"
"Align Left","Wyrównaj do lewej"
"Align Center","Wyśrodkuj"
"Align Right","Wyrównaj do prawej"
"Outdent","Zmniejsz wcięcie"
"Indent","Wcięcie"
"Cleanup messy code","Wyczyść niechlujny kod"
"Edit HTML Source","Edytuj źródło HTML"
"Subscript","Indeks dolny"
"Superscript","Indeks górny"
"Insert horizontal ruler","Wstaw poziomą linię"
"Remove formatting","Usuń formatowanie"
"Select text color","Wybierz kolor tekstu"
"Select background color","Wybierz kolor tła"
"Insert custom character","Wstaw znak specjalny"
"Toggle guidelines/invisible elements","Przełącz prowadnice/niewidoczne elementy"
"Insert/edit anchor","Wstaw/edytuj kotwicę"
"Cut","Wytnij"
"Copy","Kopiuj"
"Paste","Wklej"
"Image properties","Właściwości obrazka"
"New document","Nowy dokument"
"Are you sure you want to clear all contents?","Czy na pewno chcesz wyczyścić całą treść?"
"Jump to tool buttons - Alt+Q, Jump to editor - Alt-Z, Jump to element path - Alt-X","Klawisze: przejście do narzędzia - Alt+Q, przejście do edytora - Alt-Z, przejście do pola ścieżki do elementu - Alt-X"
"About TinyMCE","O TinyMCE"
"License","Licencja"
"Loaded plugins","Wczytane wtyczki"
